x,y,RA,DEC,C,M,field,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199,p200,p201,p202,p203,p204,p205,p206,p207,p208,p209,p210,p211,p212,p213,p214,p215,p216,p217,p218,p219,p220,p221,p222,p223,p224,p225,p226,p227,p228,p229,p230,p231,p232,p233,p234,p235,p236,p237,p238,p239,p240,p241,p242,p243,p244,p245,p246,p247,p248,p249,p250,p251,p252,p253,p254,p255,p256,p257,p258,p259,p260,p261,p262,p263,p264,p265,p266,p267,p268,p269,p270,p271,p272,p273,p274,p275,p276,p277,p278,p279,p280,p281,p282,p283,p284,p285,p286,p287,p288,p289,p290,p291,p292,p293,p294,p295,p296,p297,p298,p299,p300,p301,p302,p303,p304,p305,p306,p307,p308,p309,p310,p311,p312,p313,p314,p315,p316,p317,p318,p319,p320,p321,p322,p323,p324,p325,p326,p327,p328,p329,p330,p331,p332,p333,p334,p335,p336,p337,p338,p339,p340,p341,p342,p343,p344,p345,p346,p347,p348,p349,p350,p351,p352,p353,p354,p355,p356,p357,p358,p359,p360,p361,p362,p363,p364,p365,p366,p367,p368,p369,p370,p371,p372,p373,p374,p375,p376,p377,p378,p379,p380,p381,p382,p383,p384,p385,p386,p387,p388,p389,p390,p391,p392,p393,p394,p395,p396,p397,p398,p399,p400,p401,p402,p403,p404,p405,p406,p407,p408,p409,p410,p411,p412,p413,p414,p415,p416,p417,p418,p419,p420,p421,p422,p423,p424,p425,p426,p427,p428,p429,p430,p431,p432,p433,p434,p435,p436,p437,p438,p439,p440,p441,p442,p443,p444,p445,p446,p447,p448,p449,p450,p451,p452,p453,p454,p455,p456,p457,p458,p459,p460,p461,p462,p463,p464,p465,p466,p467,p468,p469,p470,p471,p472,p473,p474,p475,p476,p477,p478,p479,p480,p481,p482,p483,p484,p485,p486,p487,p488,p489,p490,p491,p492,p493,p494,p495,p496,p497,p498,p499,p500
178.0240808,4050.740932,49.42554231,41.34616192,3.00113395,26.15684581,V14WFC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05189640540319094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05414229646908979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04394129568172207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032977279533757994,0.07687630455809329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075874435985252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04693592661151454,0.02613094213372722,0,0,0,0,0,0,0,0.18530326509242695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026044976677432618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784933371277442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03136185001558313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028168658879678107,0,0,0,0,0,0.03731909091460034,0,0,0
80.29234869,3780.27634,49.42971571,41.34571388,2.913823311,26.38558078,V14WFC3,0,0,0,0,0.02170998264190023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03539582602815563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04831019142832936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020286847337297093,0,0,0,0.017827505371141868,0,0,0.11519721756573484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022555219265448064,0,0,0,0,0,0,0.01658448566087208,0,0,0,0,0,0,0.021475745099531342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03473367152288859,0,0,0,0,0,0,0,0,0,0,0,0,0.027000335478211283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18014616753684787,0,0,0,0,0,0.03646178342235262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022421485140683272,0,0,0,0,0,0,0,0,0,0,0,0,0.019653280374245952,0.11527644644333045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05749506110833458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01693895566072206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231165890421187,0,0,0,0,0,0,0.06717540994757616,0,0,0.02823339365380958,0,0,0,0,0,0,0.08489413329246502,0,0,0,0.32468757878987886,0,0,0,0,0.17733637177817463,0,0,0.056235053368411766,0,0,0,0,0.10959802238398328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018424210160691644,0,0,0,0,0,0,0,0,0,0,0.016812775382256735,0.09157929300725115,0,0,0,0,0.0537283934129705,0,0,0,0.03266491244885209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07890708851353925,0,0,0,0,0,0,0,0,0,0.01751515144408268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021694354315545877,0,0,0,0,0,0,0,0,0.02016482583085388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06929994813787428,0.023688792849466345,0,0,0.020483330802837835,0,0,0,0,0,0,0,0,0,0,0.08143051186065078,0,0,0,0,0,0,0,0,0.022228310055952206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024436577282991163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340.5484657,4107.686359,49.4236866,41.34487692,2.550208199,26.03419184,V14WFC3,0.3004552878789336,0,0.02779607329994225,0,0.07230729366186012,0,0,0.3226053542474491,0,0,0,0,0,0.05593976073728781,0,0,0,0,0,0.024835362534258634,0,0,0.0360282096188349,0,0.04313175304446712,0,0,0.1113228830704574,0,0.3062868796423579,0,0.09197288505308943,0,0,0.13413026888374094,0,0.04107345450334222,0,0,0.0503316904694509,0,0,0,0,0,0,0,0.047622316096037454,0.021826549231636235,0,0,0,0,0,0.03829146738671162,0,0,0.2702693103932598,0,0,0,0.13026932713471537,0,0,0.06195417211752183,0.04078955668968155,0,0.021224293443025764,0.05602595127095706,0.12364784469630052,0,0,0,0,0,0,0,0,0.13744193969242863,0,0,0,0,0,0,0.144695452095547,0,0,0.055211408609858764,0,0,0,0.026546578140354857,0.03512274121871824,0,0,0,0.09403773061800232,0,0.021503745074082273,0,0.024224363232089936,0,0,0,0,0,0,0,0.03646945407285518,0.09700164901000961,0,0,0.20179341424214658,0,0.10869630727053381,0.02046940757191938,0,0,0,0,0,0,0,0,0,0,0.17539478002287096,0,0,0,0,0.21792775852265786,0,0,0,0,0,0.101022645502095,0,0.0720705241318269,0.0239370229616117,0,0.10329871884338575,0,0.094847204519865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16699553777084747,0,0,0,0,0,0,0,0,0.019166338992160303,0,0,0,0,0,0,0,0.09977774278835977,0,0,0,0,0,0,0,0,0,0,0,0.07501315448574357,0,0,0,0,0.11355689907481903,0,0,0,0,0,0.032066630990075215,0.045488355987177424,0.10229547886842626,0,0,0,0,0.035161994140102557,0,0,0,0,0,0,0.03231609733228882,0,0.106612349663329,0.10365647924879506,0,0,0,0,0.06921499597943137,0,0,0,0.17706265053819695,0.08389140975442798,0,0,0,0,0,0,0,0,0,0,0,0.09157404218580212,0.017210102456563396,0,0,0,0,0,0.07111209569630032,0,0,0,0.0273805179941537,0,0,0,0,0,0,0,0,0.022550166718480726,0,0,0,0,0.03489434828716335,0,0,0,0,0,0,0,0.1652232377213098,0.15549171114800509,0.06572230247454601,0.049954017713510226,0,0,0,0,0.05652040940515706,0,0,0,0,0,0.17788806969945958,0,0,0,0.02912905392770717,0.17630296836668213,0,0.07029136196442508,0.1399058148894914,0,0,0,0,0,0.2797655676989099,0,0.0640864348302044,0,0.03969594365885734,0.10184709688611529,0,0.07772563366598087,0,0,0,0,0,0,0,0.14813081574583958,0.127292689139009,0,0,0,0,0,0,0,0,0,0,0,0,0.1327575641526633,0.03648031155448882,0,0.08534649252080805,0,0,0.03846824016941841,0,0.035000320285787964,0,0,0.04337469156011131,0,0,0.08926051421871334,0.1477049522389944,0,0,0.10810636353332476,0,0.036656546129944005,0,0.15277667526440922,0,0,0,0,0,0,0,0.22451664386295467,0,0.04631346346795706,0,0.048577174951178116,0,0,0,0.25770371403399045,0,0,0,0,0.08239591107949326,0,0.1110078394117363,0,0.0585498209724801,0,0,0,0.035438330718211015,0,0,0,0,0.13987016087250528,0.06934616910048257,0,0,0.04203892679395292,0,0.05429297874813696,0,0,0.03685810366307568,0,0,0.05935922503269289,0,0,0.07710058757931364,0.14665978209519193,0.07230961569597404,0.04178453909385256,0,0,0,0.052501357496288946,0.07356835318394504,0,0,0.1209636746957221,0.19039581409099704,0,0,0.09823796739718017,0,0,0.06547186442934633,0,0.05121766451631608,0,0.09837414928505336,0,0.30349924850479615,0,0,0,0,0,0,0.04173794510597032,0,0,0,0.04395890606500418,0.0332184649517914,0.10014273761073936,0.10220944512136934,0,0,0,0.10807485370812567,0.4732613301306775,0,0,0.0656919924355926,0,0,0,0,0,0.035574417614550324,0,0,0,0.25352678446076243,0,0,0,0.05728700569515357,0,0.06362089299550641,0,0.09458552992241562,0,0,0,0,0,0,0,0.049164306296445796,0.024535349432294577,0,0.20379323068671198,0,0.0905462021664547,0,0.07559212157980297,0.09087180836303627,0,0,0,0,0,0.14635540879125147,0,0.07166350196658813,0,0,0,0,0
302.9130365,4023.228555,49.42503879,41.3448062,2.973818123,22.42060542,V14WFC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94.13801269,3608.39051,49.43184507,41.34469103,5.896998742,26.55931926,V14WFC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379.3418419,4088.439348,49.42366871,41.34440051,4.100462105,26.10323405,V14WFC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93.83772517,3472.699439,49.4336033,41.34399266,4.390732033,26.11058306,V14WFC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341.743328,3876.851872,49.42666606,41.34367249,5.335968926,26.05757975,V14WFC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74.77050468,3344.980137,49.43538753,41.34351782,5.476840356,25.34246135,V14WFC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37.74940808,3177.117776,49.43781486,41.3430099,0.453613427,25.89773249,V14WFC3,0,0,0,0,0,0,0,0,0,0,0,0,0.23666154870521292,0,0,0,0,0,0,0,0,0.042950810240229426,0,0,0,0.032098162281326864,0,0,0,0,0,0,0,0,0,0,0,0.02542722297465329,0,0,0,0,0.006655492022078137,0,0,0,0,0,0,0,0,0.12744687333392415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03466232672286123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01037204858419539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12610903235361914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04257773703423222,0,0,0.01696756002013287,0,0,0,0,0,0,0,0,0,0.033017617275371114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203105755945142,0,0,0,0,0,0,0,0,0,0.07145796627432911,0,0,0,0.014922714871948847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014575015937556573,0,0,0,0,0,0.07033622694422682,0,0,0,0,0.023585906572398774,0,0,0,0,0,0,0,0,0,0.07968908578473918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05754187001326166,0,0,0,0,0,0.014045978666445977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012212417061487584,0,0.027806612537777765,0,0,0.015050676586691163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02211073644335406,0,0,0,0,0,0,0.014314880522292123,0,0.018707855543181898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18600383530107578,0,0,0,0,0,0,0.028619798054322947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354213235196581,0,0,0,0.018067778617484258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345496826313868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04990874275114472,0,0,0,0,0,0,0,0,0.020854421631788765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011874275721274155,0.03274353695755689,0,0.02392553506560545,0,0,0,0,0,0,0,0,0.02353132213124551,0,0,0.10271704026364231,0,0,0,0,0,0,0.02167961966958924,0,0,0,0,0,0.010604342068001295,0,0,0
