x,y,RA,DEC,F814W,F475W
1378.33,1891.151,49.4391059,41.3740309,24.643,25.87628
2768.073,2661.351,49.4330294,41.3909127,25.034,26.12924
869.08,1668.36,49.4419941,41.3683486,21.071,23.59632
877.25,834.33,49.4331289,41.3620245,21.1,23.73784
2101.98,2035.44,49.4332746,41.3809033,21.085,23.93164
1790.67,701.8,49.4224099,41.3682266,21.077,24.4468
2271.66,1378.69,49.4246263,41.3772128,21.224,24.26668
145.28,3724.19,49.4710344,41.3783717,21.346,23.98616
285.43,3811.13,49.4705202,41.3801453,21.313,25.78596
3765.38,2409.12,49.4202246,41.3969092,21.371,25.29644
3215.91,3654,49.4389496,41.4021041,21.429,25.1932
2974.62,2414.35,49.4283552,41.3907013,21.526,25.18928
256.64,2011.7,49.4518599,41.3661381,21.651,24.34104
1502.92,3412.45,49.4538941,41.386716,21.64,26.17908
250.06,3381.27,49.4663525,41.3765742,21.736,24.76824
534.72,4067.68,49.4706792,41.3840804,21.723,25.37932
1779.18,1527.24,49.4312183,41.3744595,21.787,24.7334
1483.16,2477.84,49.4442511,41.3794018,21.728,25.72652
2456.54,2829.92,49.4380223,41.3897909,21.917,25.25316
2163.99,1865.71,49.430854,41.380093,22.039,24.55736
1665.97,1504.42,49.4321337,41.3733901,21.956,25.3026
24.86,741.63,49.4408519,41.3545786,22.038,24.6074
2668.04,3370.34,49.4415556,41.3956018,21.975,25.24968
3173.45,1562.1,49.4173495,41.385743,21.997,25.3262
1026.47,3220.53,49.4567355,41.3814804,21.998,26.60088
3150.77,633.33,49.4078021,41.3784473,22.026,25.66144
1249.17,4087.82,49.4635996,41.3898823,22.562,23.83452
3182.23,4213.71,49.4451907,41.4061251,22.045,25.5076
1207.1,2246.03,49.4446275,41.3754446,22.141,24.85424
3966.14,2470.95,49.4188253,41.3989691,22.165,25.05224
3275.33,1548.14,49.4161621,41.3864409,22.183,25.77552
2846.01,3077.78,49.4366565,41.3947672,22.348,27.33136
756.7,3161.04,49.4588622,41.3788925,22.343,25.37292
228.38,1637.3,49.4482056,41.3630473,22.343,25.63044
917.42,3154.91,49.4571573,41.3801159,22.324,25.67176
2474.03,1293.2,49.4216599,41.3781568,22.393,25.51108
103.38,729.66,49.4399246,41.3551074,22.447,25.16024
616.46,2807.96,49.4565742,41.3750801,22.382,26.06036
2979.46,3603.28,49.4408298,41.399847,22.419,25.3596
2104.28,2803.88,49.4413445,41.3868077,22.52,26.88624
3598.13,2985.33,49.428002,41.4000022,22.442,25.80368
144.92,860.77,49.4408811,41.35644,22.483,26.06276
3212.07,1183.97,49.4129735,41.3831508,22.591,27.08484
1078.33,2525.45,49.4488847,41.376567,22.572,26.80948
1111.61,648.71,49.4287827,41.3624545,22.582,26.21396
651.36,2058.57,49.4483253,41.3696167,22.681,27.4544
245.6,1535.78,49.4469609,41.3624058,22.617,25.74668
4110.8,4166.58,49.4352106,41.4131022,22.67,27.31232
1785.34,3257.98,49.4493839,41.3877651,22.645,25.9452
1884.68,3643.49,49.4524311,41.3915028,22.619,25.86352
473.54,3315.06,49.4633744,41.3778338,22.664,25.69972
201.77,1379.21,49.4457595,41.3608602,22.779,26.10124
530.1,3076.42,49.4602834,41.3764534,22.865,27.09088
2993.2,3789.56,49.442652,41.4013825,23.05,24.8712
290.4,863.68,49.4394271,41.3576119,23.686,24.24512
2084.71,1929.64,49.4323367,41.3799563,22.974,27.13724
2199.18,2815.94,49.4405027,41.38765,23.303,24.82608
2747.77,3942.95,49.4467742,41.4006177,22.98,26.07024
2424.4,2700.95,49.436992,41.388549,22.99,27.4154
3490.21,1401.13,49.4124197,41.3870121,23.468,24.74516
2765.53,1993.88,49.426062,41.385828,23.28,27.06392
3961.19,3470.46,49.4294045,41.4065874,23.265,26.66612
3435.55,3664.49,49.4368171,41.4039201,23.25,26.70796
1924.36,517.54,49.4191053,41.3678712,23.75,25.09212
1013.31,2012.32,49.4441442,41.372123,23.427,27.16568
2039.37,1872.2,49.4321947,41.379158,23.599,28.84916
3743.69,845.92,49.4039849,41.3847602,23.467,27.33212
2559.16,3273.73,49.4416496,41.3940013,23.481,27.50736
3581.9,3535.63,49.4339649,41.4040895,23.426,26.75984
2261.65,961.88,49.4203398,41.3739404,23.631,26.4672
3943.5,4215.51,49.437435,41.4121549,23.654,26.67348
3630,620.21,49.4027698,41.3821325,23.851,27.48064
2173.65,1537.67,49.427301,41.3776564,23.986,28.72576
2819.63,4010.04,49.4467473,41.4016995,23.828,27.08876
2094.35,1206.64,49.424625,41.3744938,24.028,27.92212
1799.98,481.27,49.4199932,41.3666106,24.384,25.80152
2565.13,405.06,49.4113791,41.3720717,24.544,25.87568
2904.33,1290.85,49.4172415,41.3815385,24.672,25.9538
1526.94,3371.84,49.4532211,41.3865949,24.226,27.92292
2119.66,3396.4,49.4474291,41.3914675,24.924,25.62348
3604.56,3069.22,49.42882,41.4006957,24.357,28.97612
2010.45,596.18,49.4190543,41.3691539,24.551,25.96736
4077.45,2229.07,49.4151409,41.3979952,24.311,27.58336
3712.71,729.53,49.4030759,41.3836236,24.588,26.03684
446.82,419.68,49.4331565,41.3554469,24.799,25.872
2142.63,3219.96,49.4453359,41.3902977,24.722,25.95392
188.96,2608.56,49.4588366,41.3701741,24.666,26.07192
1897.27,1196.99,49.4265354,41.3728626,24.705,26.097
3716.43,1674.19,49.4129846,41.3908915,24.555,28.89804
1812.25,2491.97,49.4410405,41.3821107,24.817,26.006
1660.26,2408.11,49.4417088,41.3802673,24.77,26.04484
667.2,274.83,49.4293826,41.3560787,24.66,28.65736
3119.27,499.49,49.4067147,41.3771729,24.72,28.73244
2174.24,3935.68,49.4525534,41.3960291,24.62,27.3576
3369.73,1266.88,49.4122365,41.3850317,25.057,26.2344
2647.54,3826.24,49.446568,41.3989317,25.561,26.03776
695.23,3114.39,49.4589981,41.3780494,24.989,26.42044
620.22,2384.4,49.4520747,41.371866,25.063,26.69628
1982.71,380.65,49.4170685,41.3672834,25.148,26.46228
638.7,4060.37,49.469541,41.3848464,25.129,26.51172
2143.95,1147.5,49.4234959,41.3744326,25.898,26.16364
376.13,434.02,49.4340289,41.3549982,25.105,26.70928
999.57,609.62,49.4295147,41.3612697,25.813,26.10996
2082.09,2932.28,49.4429235,41.3876158,25.19,26.48804
3101.9,2047.01,49.4231867,41.3888928,25.402,26.45644
892.61,3844.71,49.4646775,41.3852022,25.425,26.4052
1253.36,3438.55,49.4567164,41.3849434,25.135,26.84252
2436.16,3841.37,49.4488856,41.3973769,25.617,26.39304
1450.29,4082.94,49.4614953,41.3914347,25.778,26.387
2501.64,1337.21,49.4218414,41.3787121,25.361,26.83536
3011.72,2578.99,49.4297105,41.3922557,25.11,28.4682
824,673.53,49.4319795,41.360372,25.614,26.67656
1633.97,3830.65,49.4569622,41.3909546,25.342,27.36272
1988.74,1769.54,49.4316305,41.3779715,25.469,26.97236
184.99,1073.84,49.4427155,41.3583887,25.572,26.85496
3411.51,3073.87,49.4308406,41.3992059,25.402,26.968
3488.23,2590.73,49.4249679,41.3961108,25.572,27.02664
1201.83,1479.8,49.4366122,41.3695338,25.548,26.93536
3357.02,2726.53,49.4277383,41.3961144,25.472,27.0032
516.18,2549,49.4548701,41.3723043,25.664,26.79616
3812.79,822.05,49.4030279,41.3851231,25.686,26.89356
3622.33,1301.78,49.4100242,41.3872946,25.626,27.0122
684.41,1934.52,49.4466817,41.3689278,25.588,27.20852
3807.6,4193.81,49.4385944,41.4109148,26.297,26.76448
3479.46,3472.3,49.4343439,41.4027949,25.587,27.35484
3789.36,2452.45,49.420436,41.3974306,26.004,27.16864
1852.25,1427.73,49.4294245,41.3742746,25.836,27.36952
247.94,647.36,49.437583,41.3556194,25.814,27.11436
1745.74,3744.32,49.4549117,41.3911768,25.87,27.07176
3487.79,1154.06,49.4098428,41.3850999,25.895,27.16868
410.97,1480.34,49.4446895,41.3632881,25.997,27.25096
2243.08,1850.78,49.4298893,41.3806036,26.073,27.05784
371.54,444.49,49.434186,41.3550421,26.165,27.325
3011.66,723.88,49.4101759,41.3780422,25.969,27.21252
3954.87,890,49.4022921,41.3867661,25.716,28.1752
3652.25,3839.55,49.4364484,41.4069735,25.984,27.22984
1940.05,3230.19,49.4475118,41.388775,26.08,27.19824
3525.4,776.01,49.4054783,41.3825001,26.11,27.35932
3964.25,2730.65,49.42158,41.4009438,25.909,27.34624
2975.41,698.42,49.4102781,41.3775608,27,26.94896
584.87,3803.46,49.4673836,41.3824537,26.015,27.31188
998.3,2110.69,49.4453333,41.3727578,25.897,28.18568
3779.46,351.8,49.3984176,41.3812562,26.175,27.24568
699.98,3736.88,49.4655074,41.3828538,26.268,27.2772
764.02,2668.5,49.4535994,41.3751784,26.06,27.51232
1739.39,2974.72,49.4468691,41.3852325,25.87,27.79328
2250.8,623.07,49.4168835,41.3712588,26.679,27.05136
1400.33,867.61,49.4281403,41.3664127,26.715,27.15232
3493.97,4282.16,49.4427284,41.409113,26.199,27.38568
1348.06,194.65,49.4215892,41.3608441,26.215,27.34484
3802.34,1266.27,49.4078118,41.3884446,26.199,27.58984
2299.33,659.92,49.416776,41.3719246,26.116,27.52076
1621.94,3617.87,49.4548433,41.3892299,26.436,27.23756
2889.08,3789.9,49.4437188,41.4005622,26.212,27.47176
2854.06,1263.99,49.417472,41.3809355,26.529,27.36768
1289.08,989.18,49.4305558,41.366465,26.316,27.55836
3698.41,3605.34,49.4335094,41.4055442,26.153,27.8408
1307.03,119.48,49.4212167,41.359944,25.975,28.35532
3872.99,2003.56,49.4148542,41.3946521,26.513,27.67068
537.08,1070.6,49.4390883,41.3611463,26.596,27.47992
3714.41,698.31,49.4027299,41.3833977,26.21,27.91288
1776.11,3409.66,49.451076,41.3888539,26.611,27.89048
1923.45,3576.1,49.4513253,41.3912931,26.521,27.60444
2389.83,3449.88,49.4452342,41.3940123,26.396,28.10816
2170.01,2685.97,49.4394315,41.386424,26.435,27.85716
3718.37,4276.4,49.4403759,41.4108423,26.834,27.44764
947.89,1754.27,49.4420944,41.3696295,26.521,27.78308
1967.09,3839.67,49.4536566,41.3936566,26.479,27.75384
751.39,2185.17,49.4486377,41.3713769,27.027,27.45852
2666.36,3851.84,49.4466455,41.3992765,27.121,27.75088
957.33,571.32,49.4295427,41.3606425,26.847,27.9316
868.07,4058.33,49.4671786,41.386644,26.692,27.96104
1726.5,869.86,49.4248344,41.3690072,26.776,28.03228
2158,520.38,49.4167499,41.3697389,26.988,27.83364
3110.13,1106.83,49.4132023,41.3817544,26.896,27.89592
1554.13,1076.89,49.4287737,41.3692312,26.684,28.11312
1559.43,2764.11,49.4464877,41.3821972,26.748,28.06228
487.46,3822.91,49.4685826,41.3818326,27.006,27.92472
484.51,3581.34,49.4660677,41.3799595,27.102,28.05784
2809.52,380.46,49.4086247,41.3738139,26.83,27.98884
3333.98,3128.88,49.4322118,41.3990146,26.665,28.3006
3864.49,329.01,49.3973092,41.3817531,26.592,28.56516
1331.45,952.35,49.4297355,41.3665176,26.784,28.02636
703.04,1305.61,49.439869,41.3642579,27.043,27.93852
2818.94,923.95,49.4142503,41.3780527,26.691,28.47972
3709.79,980.36,49.4057466,41.3855226,27.146,28.31876
