x,y,RA,DEC,F814W,F475W
1548.092,473.407,49.4623974,41.3143934,24.858,26.56688
3726.275,633.539,49.445334,41.2940597,25.382,26.67096
307.373,1006.585,49.4640444,41.3292041,25.478,26.89572
3610.283,2739.856,49.4188896,41.3060726,25.474,26.9474
2028.324,2928.309,49.4273346,41.3224185,25.451,27.38492
2706.82,2551.89,49.4275361,41.3138804,24.569,26.01224
307.528,2896.447,49.4395907,41.3389739,25.027,27.26484
3142.44,3997.57,49.4058341,41.3170804,22.039,23.71404
3233.03,1215.64,49.4411985,41.3018252,21.865,24.5562
3758.84,1721.19,49.4310424,41.2993293,21.908,25.06552
4020.15,1712.38,49.4293588,41.2967447,21.763,26.18724
615.43,967.63,49.4624253,41.325974,21.806,24.75704
2150.29,1992.87,49.438596,41.3163628,21.859,24.846
904.28,1510.48,49.4534136,41.3259749,21.93,25.71624
635.83,3359.07,49.4313424,41.3381392,22.12,27.6532
1326.37,848.54,49.4590704,41.3184514,21.984,26.31892
504.66,3769.11,49.4269386,41.3415327,22.086,25.38504
2540.84,2114.71,49.4343322,41.3131979,22.271,27.1082
3937.41,3684.78,49.4044143,41.3077391,22.26,25.68664
3764.75,1965.49,49.427842,41.3005344,22.219,25.45656
2023.74,2164.8,49.4372427,41.3184811,22.24,26.59348
1407.41,2659.29,49.4350869,41.3270254,22.236,25.92248
3738.45,2980.27,49.4148966,41.3060333,22.237,26.22856
3226.37,932.6,49.4449049,41.3004268,22.251,25.41316
1656.67,1817.51,49.4442619,41.3202524,22.261,25.6598
2243.78,4020.54,49.4117179,41.3259322,22.347,26.49168
2336.9,3073.33,49.4233336,41.3201335,22.445,25.10024
962.93,140.15,49.4707359,41.3183184,22.444,26.93784
3023.08,4016.89,49.4064049,41.3183401,22.446,25.6476
302.67,4022.29,49.4250521,41.3448038,22.502,25.54816
3515.21,808.06,49.4445279,41.2969766,22.594,26.1436
2374.56,2169.81,49.4347636,41.3150983,22.61,25.86496
342.97,2846.13,49.4399964,41.3383335,22.698,25.20708
3765.22,1504.49,49.4338012,41.2981473,22.704,25.90444
3987.89,4091.04,49.3988111,41.3093468,22.869,24.9164
1979.06,2959.64,49.4272667,41.3230231,23.037,24.6146
267.59,569.23,49.4699748,41.3272925,22.753,25.61124
1561.4,2279.47,49.4389412,41.323566,22.846,27.5208
3531.51,1183.97,49.4395543,41.2987615,22.797,26.84772
3906.44,4111.11,49.3991115,41.310242,22.955,27.82816
2750.78,2181.25,49.4320269,41.3115019,22.906,26.87088
1668.78,2400.29,49.436639,41.3231472,24.487,24.13552
1495.94,904.28,49.4571818,41.3170923,22.991,25.72396
563.48,1492.51,49.4559927,41.3291929,22.988,25.58756
625.36,2552.84,49.4418475,41.3340737,23.037,26.07968
904.65,644.55,49.4646129,41.3214934,23.037,26.58776
1159.08,3870.99,49.4211163,41.3357001,23.056,26.32488
1803.38,1874.16,49.4425193,41.3191198,23.135,26.30528
2618.87,357,49.4565298,41.3033529,23.19,26.07144
4036.45,1579.21,49.430969,41.2958981,23.255,27.38576
3568.01,403.89,49.4493912,41.2943741,23.275,25.83164
3815.65,3091.63,49.4129251,41.3058584,23.234,26.83696
1845.95,2232.26,49.4375935,41.3205572,24.143,24.74968
884.86,2553.24,49.4400559,41.3315545,23.363,27.62136
1543.74,739.53,49.4589838,41.315776,23.483,27.2646
596.89,3432.22,49.4306638,41.3388956,23.499,27.32352
1760.36,3759.88,49.4184168,41.3292832,23.518,26.54792
1452.29,3762.48,49.4205029,41.3322903,23.571,27.57648
891.36,3843.39,49.4233158,41.338159,23.989,25.45988
328.2,2308.28,49.4470579,41.3356966,23.806,27.96112
2354.91,193.26,49.4604644,41.3050706,23.777,26.2478
3844.93,719.84,49.4434001,41.2933171,23.909,28.0154
3575.55,1994,49.4287748,41.3025201,23.897,27.50344
1574.32,2446.34,49.4366933,41.324303,24.292,25.62948
2987.69,948.84,49.4463373,41.3028297,23.983,27.21012
1917.78,2581.97,49.4325748,41.3216668,24.153,26.38136
2669.87,2066.49,49.4340682,41.3116949,24.224,28.33388
1732.03,2242.45,49.4382458,41.3217168,24.271,28.36812
130.68,141.55,49.4764502,41.3264102,24.547,25.83344
3337.55,2845.03,49.4194035,41.3092303,24.368,27.38168
3599.86,482.08,49.4481609,41.294469,24.448,28.50452
1722.37,224.78,49.4644116,41.3113786,24.626,26.20244
3301.1,3269.53,49.4141624,41.3117777,25.348,25.725
2224.1,3421.76,49.4196014,41.3230299,24.527,28.45708
3814.92,694.35,49.4439362,41.2934769,24.751,26.16968
1637.24,1214.39,49.4521977,41.317323,24.585,28.40372
2438.18,1918.62,49.4375753,41.3131818,24.826,26.218
428.53,1871.74,49.4520155,41.3324649,24.623,28.50436
2272.42,945.36,49.4513052,41.309761,24.857,26.20956
2224.53,4042.13,49.411571,41.3262308,24.588,27.8128
2675.23,4172.25,49.406787,41.3225231,24.897,26.33192
1962.78,2983.35,49.427072,41.3233038,24.93,26.42176
1972.6,2978.16,49.4270716,41.3231816,24.87,26.39076
1874.85,2899.18,49.4287661,41.3237233,24.914,26.35124
3229.24,2032.05,49.430665,41.3060818,24.74,28.71996
2756.64,2927.21,49.4223363,41.3152998,24.767,28.2412
2159.34,2864.54,49.4272567,41.3207799,25.071,26.34584
1963.02,2966.91,49.427283,41.3232166,25.246,26.39788
433.47,3378.33,49.4324861,41.3402049,25.022,26.54856
817.98,2988.78,49.4348805,41.3344555,25.061,26.50868
3711.85,2088.61,49.4266134,41.3016846,24.823,27.69284
2848.88,930.63,49.4475281,41.3040842,25.176,26.55524
870.1,1311.33,49.4562253,41.3252772,25.289,26.52788
1533.19,3070.15,49.4289051,41.3279266,25.398,26.60208
2040.11,3084.8,49.4252272,41.3230767,25.34,26.76564
2204.75,3071.37,49.4242682,41.3214075,25.822,26.74768
2167.19,3601.03,49.4176733,41.3245092,25.406,26.63328
2245.82,4135.48,49.4102165,41.3265061,25.339,26.80292
360.07,1063.01,49.46295,41.328948,25.149,27.44464
324.88,2685.67,49.4421974,41.3376798,25.487,26.77228
2343.07,3268.34,49.420768,41.3210812,25.212,27.9844
1915.02,169.94,49.4637945,41.3092234,26.045,26.49624
2621.06,3880.09,49.4109401,41.3215403,25.359,27.68596
1058.43,3336.41,49.428727,41.3339158,25.31,28.24944
1821.07,2779.8,49.4306808,41.3236289,25.364,27.16664
1997.27,2896.31,49.4279608,41.3225189,25.514,26.95008
1984.05,2934.23,49.4275612,41.3228433,25.561,27.11308
2292.53,2094.98,49.4362962,41.3155086,25.561,27.05044
2157.89,2622.6,49.4303968,41.3195437,26.557,26.71476
3974.32,1991.24,49.4260674,41.2986311,26.651,26.57676
2358.4,3066.65,49.4232721,41.31989,25.844,27.32184
2197.6,760.33,49.4542133,41.3095312,25.575,27.23496
2231.22,1203.13,49.4482547,41.311494,26.467,26.64332
1452.31,3650.65,49.4219499,41.3317123,25.763,27.08888
2815.36,3543.74,49.4139557,41.3179146,25.652,27.17972
2677.28,3365.9,49.4172065,41.3183376,25.746,27.0974
1823.27,2953.07,49.4284238,41.324503,25.723,27.24608
2025.92,2880.87,49.4279634,41.3221607,26.011,26.87172
1900.8,3023.46,49.4269795,41.3241134,25.649,27.33796
1879.8,2910.06,49.4285912,41.3237314,26.339,27.40156
668.35,560.21,49.4673312,41.3233527,25.662,27.30688
3019.83,3040.23,49.4190636,41.3133263,25.551,27.99628
3790.55,1132.41,49.4384389,41.2959781,26.247,26.97432
1931.86,2953.65,49.427669,41.3234508,25.833,27.41292
999.83,2233.82,49.4433974,41.3287863,25.883,27.55224
2641.97,1809.1,49.4375896,41.3106357,26.031,27.3012
766.85,3881.79,49.4236758,41.3395673,26.957,27.01384
2434.91,3929.71,49.4115785,41.3236056,25.946,27.46908
463.95,2334.96,49.445778,41.3345156,26.328,27.28384
1881.02,2927.33,49.4283594,41.3238088,26.06,28.04128
2131.68,3881.71,49.4142856,41.3263043,26.547,27.1908
354.72,229.89,49.4737642,41.3246909,26.623,27.12412
3835.25,794.02,49.4425074,41.2937946,26.708,27.15112
1505.77,3650.64,49.4215822,41.3311927,25.919,27.62536
1754.68,1524.19,49.4473818,41.3177837,26.051,27.71908
217.08,3503.04,49.4323617,41.342952,26.376,27.61604
3991.93,2925.39,49.4138633,41.3032866,26.118,27.98212
2381.63,375.65,49.4579217,41.3057542,26.981,27.1956
918.03,2487.01,49.4406845,41.3308898,26.515,27.46272
2823.14,3957.37,49.4085502,41.3199757,26.342,27.86856
3948.86,753.15,49.4422543,41.2924795,26.703,27.37
1893.01,3183.57,49.4249614,41.3250164,26.314,27.55636
159.69,1888.89,49.4536448,41.3351654,26.41,28.0514
1195.97,3340.78,49.4277238,41.3326019,26.722,27.4122
1678.63,297.61,49.4637709,41.3121801,26.646,27.70972
1037.48,2536.14,49.4392265,41.3299832,26.862,27.32832
2442.44,3912.66,49.4117473,41.3234444,26.419,27.6602
1897.35,2862.41,49.429087,41.3233146,26.196,27.9708
2945.37,2806.65,49.4225977,41.3128429,27.056,27.36688
3058.94,4089.85,49.4052143,41.3183685,26.477,27.637
3898.32,929.52,49.4403213,41.2938822,27.02,27.35408
1011.54,1575.31,49.4518364,41.325268,26.944,27.4544
297.54,3082.24,49.4372537,41.3399954,27.035,27.38996
573.57,434.9,49.4696049,41.3236253,26.775,28.4454
2056.84,2804.08,49.4287442,41.3214635,26.587,27.8108
1622.8,880.76,49.4566127,41.3157382,26.774,27.94792
3546.27,374.51,49.4499207,41.2944335,26.688,27.63108
2189.55,2902.57,49.4265568,41.3206829,26.535,27.9096
2830.29,1436.02,49.4411194,41.3068775,26.817,27.71948
1019.72,3733.2,49.4238585,41.3363423,26.382,28.1278
2881.89,842.68,49.4484384,41.3033088,26.451,28.50652
60.27,1560.47,49.4585788,41.3344331,26.531,27.97404
1065.41,2249.11,49.4427481,41.3282281,26.839,28.34932
1460.99,1016.45,49.4559715,41.3180118,26.391,28.57992
3249.97,2373.69,49.4261032,41.3076459,27.123,27.65312
1253.6,4112.61,49.4173389,41.33603,26.97,27.77272
2906.41,338.72,49.4547871,41.3004649,26.804,27.75752
392.46,116.7,49.4749684,41.3237387,27.008,28.16452
3509.07,2913.93,49.4173324,41.3079196,26.751,28.4214
141.85,3357.7,49.4347606,41.3429318,26.658,28.4908
3677.3,4253.63,49.3988429,41.3132049,26.875,28.35516
3131.56,482.3,49.4513807,41.2990199,26.703,28.25508
3026.67,2317.99,49.4283599,41.3095278,26.866,28.0202
2528.48,2685.21,49.4270369,41.3162663,26.827,28.23872
1864.73,3067.17,49.4266621,41.3246897,26.999,27.98152
216.78,1422.57,49.4592851,41.3321995,27.107,28.33544
3409.75,687.43,49.4468136,41.2973776,27.091,27.9262
1894.29,2955.67,49.4279014,41.3238263,26.655,28.30916
2153.87,745.74,49.4547031,41.3098806,26.852,28.28576
