x,y,RA,DEC,F814W,F475W
2151.763,87.681,49.9824903,41.327562,25.443,27.203
1952.414,661.973,49.9809873,41.3191947,24.872,26.268
767.805,1471.862,49.9624972,41.3048999,25.423,26.89
1000.109,1864.328,49.9681493,41.3001995,25.311,27.4
1081.617,2232.808,49.9709804,41.295409,25.418,26.903
768.721,2480.558,49.9662225,41.2911726,25.406,27.152
3354.452,2805.789,50.0142622,41.2938774,24.597,26.288
467.477,2994.19,49.9626537,41.2833493,25.312,26.806
1963.288,4037.025,49.9935768,41.2732829,24.973,26.556
437.639,1367.705,49.9561318,41.3054054,25.216,26.884
1028.632,1598.661,49.9676895,41.3038944,25.106,26.39
1349.788,1857.651,49.9744604,41.3012559,24.958,26.995
1646.804,2559.651,49.9824206,41.2925201,25.094,26.438
627.111,3263.877,49.9665365,41.2801194,25.351,26.889
1798.123,3314.477,49.9879334,41.2826629,25.039,26.683
656.373,3713.87,49.9687201,41.2740751,25.474,26.932
1124.305,2293.788,49.9719779,41.2946968,25.354,27.004
3341.47,2215.24,50.0118541,41.3018866,19.692,22.678
1583.39,84.3,49.9721679,41.326045,19.702,21.684
1710.37,2219.34,49.9823148,41.2973337,19.8,22.989
2831.54,3622.16,50.0077743,41.2813294,19.933,24.241
2500.14,832.26,49.9915323,41.3183935,20.008,21.441
763.63,2839.56,49.9674422,41.2862778,19.876,23.314
3325.82,544.01,50.00544,41.3245937,19.827,23.213
411.91,632.23,49.9529518,41.3153507,19.836,23.173
3727.12,2426.54,50.019617,41.3000723,19.989,23.348
85.07,617.85,49.946976,41.3146429,19.89,22.602
1775.03,3056.02,49.9865586,41.2861231,20.047,22.554
2037.76,3980.78,49.9947116,41.2742597,20.12,23.107
796.34,2610.41,49.9671925,41.2894872,20.182,23.188
2280.64,238.11,49.9853715,41.3258758,20.135,23.501
2263.02,1710.67,49.9904605,41.3057824,20.248,24.096
699.61,2995.32,49.966855,41.2839809,20.399,22.415
3917.67,472.87,50.0159076,41.3271926,20.225,23.521
2829.31,3938.78,50.0088948,41.2770132,20.408,22.811
2909.4,317.12,49.9970588,41.3265344,20.246,23.851
1856.32,1932.55,49.9839058,41.3016402,20.396,22.454
3996.08,1314.43,50.0204147,41.3159522,20.318,23.96
1278.99,3187.78,49.9780569,41.2829608,20.494,24.227
3225.18,1506.33,50.0071467,41.3112165,20.495,22.546
3209.34,2479.31,50.0104283,41.2979278,20.526,23.307
3520.46,2922.93,50.0176918,41.2927458,20.585,23.294
1514.84,3632,49.9839602,41.277565,20.647,22.88
3669.15,2408.03,50.0184987,41.3001646,20.751,23.038
3900.23,1641.98,50.0198782,41.3112293,20.625,24.296
2675.43,2939.58,50.0024429,41.290191,20.734,24.349
134.5,2657.62,49.955377,41.2870162,20.735,23.368
3039.32,112.94,49.9986643,41.329672,20.687,23.121
3267.57,2804.71,50.0126765,41.2936586,20.78,23.974
3282,2831.45,50.013036,41.2933343,20.904,25.103
1306.56,3839.02,49.9809479,41.2741723,20.947,24.991
1281.77,2588.02,49.9759041,41.2911323,21.034,24.579
1444.75,2059.34,49.9769145,41.2987785,21.153,22.927
1352.19,2812.8,49.9780055,41.288267,21.181,24.137
2079.7,2654.94,49.9906056,41.2924231,21.272,24.773
2809.25,728.35,49.9967533,41.3206604,21.153,24.559
739.1,2973.59,49.9674904,41.2843857,21.294,24.63
3286.4,1251.45,50.0073212,41.3148548,21.211,24.605
1917.08,3880.91,49.9921594,41.2752863,21.339,24.087
1381.47,1553.59,49.9739095,41.305488,21.254,24.095
4111.25,3389.92,50.0301066,41.2880149,21.357,24.5
763.92,1725.38,49.9633515,41.3014442,21.259,24.08
881.26,158.83,49.959716,41.3230913,21.31,24.133
1972.67,1285.92,49.9836391,41.3107632,21.566,22.686
776.99,460.19,49.9589349,41.3187013,21.415,24.615
1258.9,308.63,49.9671114,41.3220955,21.426,24.678
558.14,3875.75,49.9675282,41.2716062,21.571,25.16
3631.87,1062.14,50.0128882,41.3183836,21.519,25.319
540.27,2478.72,49.9620696,41.2905724,21.647,25.122
3278.57,1365.29,50.0075969,41.3132835,21.546,24.568
1424.37,1870.38,49.9758509,41.3012943,21.692,25.416
823.36,3324.31,49.9703055,41.2798445,21.807,23.259
795.46,2607.41,49.9671655,41.2895256,21.81,25.349
815.12,1421.81,49.9631629,41.3057177,21.649,24.02
983.05,796.32,49.9639056,41.3146954,21.709,25.126
1404.7,258.2,49.9695685,41.3231845,21.688,24.49
770.95,72.78,49.9574001,41.3239577,21.777,24.401
2982.75,419.03,49.9987626,41.3253494,21.742,25.07
2452.56,89.33,49.9879412,41.3283753,21.841,24.701
3427.19,3275.65,50.0172947,41.2876873,21.972,25.203
3582.51,1285.19,50.0128117,41.3152113,22.069,25.734
2853.8,3406.46,50.0073866,41.284327,22.188,26.084
1476.82,88.28,49.9702509,41.3256966,22.147,26.287
483.14,1684.32,49.9581132,41.3012274,22.152,25.402
702.87,3025.7,49.9670257,41.2835764,22.244,24.946
1877.96,1720.06,49.9835175,41.3045923,22.205,24.015
1339.88,3559,49.9805231,41.2780758,22.298,25.358
3549.62,3599.85,50.0207008,41.283611,22.528,26.647
3834.98,2893.35,50.0232821,41.2940144,22.541,26.854
1496.36,1467.17,49.9756737,41.3069815,22.303,23.742
1608.09,890.4,49.9755788,41.3151408,22.355,26.09
2435.93,1302.72,49.992096,41.3118124,22.268,25.321
2772.54,3012.01,50.0044679,41.2894727,22.423,25.923
1392.87,1883.19,49.9753272,41.301033,22.289,25.089
2327.28,3410.51,49.9978635,41.2828207,22.382,24.379
950.2,817.43,49.963388,41.3143173,22.351,25.783
1788.17,3119.38,49.9870292,41.2852969,22.514,26.207
1349.07,3536.36,49.9806064,41.2784094,22.414,25.35
2555.62,2092.31,49.9971634,41.3013942,22.329,24.964
1715.7,2350.07,49.9828915,41.2955689,22.615,26.875
68.75,515.65,49.946304,41.3159888,22.467,23.792
1764.84,706.74,49.9777446,41.3180734,22.506,26.595
1597.87,842.1,49.975216,41.31577,22.615,26.954
1998.12,1253.62,49.9839816,41.3112731,22.601,26.735
113.71,226.33,49.9460537,41.320051,22.513,26.146
1424.77,436.05,49.9705862,41.3208191,22.436,25.623
3648.73,1829.29,50.016007,41.3079869,22.433,25.308
597.14,2140.01,49.9618544,41.2953398,22.548,25.539
1029.85,3151.25,49.9734098,41.2827703,22.613,25.705
2884.87,367.25,49.9967982,41.3257844,22.552,25.969
3805.38,3322.43,50.0243179,41.2880918,22.85,27.513
3567.73,518.5,50.0097314,41.3256075,22.582,25.752
2347.02,595.88,49.9878889,41.3211889,22.649,26.227
726.26,2735.03,49.966381,41.2875974,22.965,27.572
1125.28,2877.3,49.974132,41.2867627,22.742,25.371
562.42,2912.82,49.9640667,41.2847249,22.78,25.792
2011.88,899.88,49.9829315,41.3161262,22.732,24.322
3066.86,586.81,50.0009031,41.3232973,22.72,25.774
2235.4,2733.86,49.9937161,41.2917782,22.853,24.341
1866.18,2274.35,49.9853398,41.2970148,23.019,26.66
1616.54,3991.61,49.9871223,41.2729505,22.965,24.304
1240.45,3308.04,49.9778005,41.2812175,23.126,27.417
510.55,214.52,49.9532022,41.3213088,22.996,24.154
1444.23,2592.34,49.9788631,41.2915219,23.016,24.47
1205.24,2202.24,49.9731001,41.2961722,23.225,26.339
2558.04,2064.16,49.997104,41.3017841,23.119,26.474
3284.31,3985.87,50.0173092,41.2776255,23.142,26.025
1629.35,3412.41,49.9852281,41.28087,23.164,24.497
782.97,530.88,49.9593033,41.3177556,23.117,26.193
2500.58,915.89,49.9918473,41.3172564,23.217,26.862
639.79,3512.05,49.9676705,41.2767822,23.204,26.114
1112.83,3018.08,49.9744237,41.2848121,23.255,26.603
2361.3,239.1,49.9868372,41.3260848,23.233,26.819
2891.4,1387.07,50.00066,41.31192,23.174,24.57
3729.89,199.79,50.0115018,41.3303928,23.207,26.421
1351.44,1390.63,49.9727664,41.3076232,23.14,24.78
230.49,3318.63,49.9595464,41.2782843,23.222,25.022
2625.14,3833.12,50.0048091,41.2778889,23.371,26.818
2199.67,1621.78,49.9889861,41.3068176,23.205,24.769
1886.05,846.91,49.9804564,41.3165,23.316,26.872
2758,488.61,49.9949441,41.3237825,23.424,24.32
1706.71,1436.13,49.9793713,41.3079846,23.271,26.217
3415.04,3268.35,50.0170479,41.2877532,23.305,25.01
997.7,935.58,49.9646833,41.3128403,23.358,24.674
2221.84,2901.13,49.9940843,41.2894639,23.434,26.254
3311.78,3942.1,50.0176464,41.278297,23.436,24.716
1255.6,1145.73,49.9701295,41.3106921,23.36,24.895
1078.79,449.21,49.9643641,41.3196845,23.455,24.718
3803.43,1567.15,50.0178495,41.3119814,23.386,24.816
2918.49,4092.38,50.0110732,41.2751679,23.506,24.832
3282.11,1377.68,50.0077065,41.3131246,23.492,24.793
3425.36,1552.75,50.0109448,41.3111361,23.553,26.745
942.74,3105.86,49.9716652,41.2831476,23.668,27.181
3169.1,1513.58,50.0061569,41.3109633,23.497,24.962
643.26,3520.78,49.9677654,41.2766729,23.581,25.888
2586.75,579.83,49.9921751,41.3220686,23.694,27.312
1416.9,2044.1,49.9763539,41.2989091,23.77,27.43
1753.45,2966.64,49.9858395,41.2872802,23.685,25.131
2030.24,3906.08,49.9943013,41.2752558,23.722,25.311
2833.34,3017.33,50.005589,41.2895678,23.736,24.872
