RA,DEC,x,y,F814W,F475W,C,field,M_err,C_err
49.99841123,41.31903225,2873.790386,861.0669878,26.26039149,27.25257672,0.992185222,V11ACS,0.132351815,0.31810231
49.97534314,41.31897035,1650.346925,617.6660935,25.56834628,27.48804081,1.91969453,V11ACS,0.078710708,0.171777889
49.94497221,41.31893616,40.36320654,293.374879,23.92536189,28.06247891,4.137117015,V11ACS,0.022919693,0.039779489
49.96524777,41.31886996,1113.897131,516.215018,26.68664577,28.42455662,1.737910853,V11ACS,0.182282016,0.464933166
49.96053327,41.31880425,863.1113817,470.1453573,25.04442432,26.5201701,1.475745784,V11ACS,0.053108939,0.107740127
49.97723974,41.31877799,1748.107741,651.6222697,26.61262729,27.61725987,1.004632579,V11ACS,0.172426591,0.435280402
49.947095,41.31865109,148.7697959,336.3426856,26.53652599,30.50525463,3.968728648,V11ACS,0.162849112,0.406763818
49.98674887,41.31862799,2249.921678,764.3717992,24.49669101,25.96617306,1.469482051,V11ACS,0.035199448,0.066157692
49.96942183,41.31857466,1330.87654,581.9347611,24.71233394,26.7421912,2.029857265,V11ACS,0.041386937,0.080161347
49.96181336,41.31841533,925.3796479,511.3568727,26.69384601,27.42613209,0.732286082,V11ACS,0.183270275,0.467923344
49.95896669,41.31837363,773.9226115,483.6779625,26.14600589,27.13897503,0.992969142,V11ACS,0.121457805,0.287300431
49.99539236,41.31837004,2704.327561,875.3903912,26.57038524,27.80024708,1.229861842,V11ACS,0.167042846,0.419213237
49.9943204,41.31822965,2645.507413,873.7888878,26.51024654,28.37238873,1.862142192,V11ACS,0.159666903,0.397356751
49.98198697,41.31818209,1991.172776,744.6824147,26.10569598,27.15517224,1.049476253,V11ACS,0.117836326,0.277171946
49.98432147,41.31811205,2113.894696,774.7047305,26.26442935,30.65880574,4.394376384,V11ACS,0.13275374,0.319247995
49.95178264,41.31806631,388.8046044,428.0606298,24.07594897,28.40398968,4.328040706,V11ACS,0.025663721,0.045487085
49.97374892,41.31809578,1553.342596,662.2429684,26.55605533,28.08737553,1.531320201,V11ACS,0.165254951,0.413898553
49.98370401,41.31792859,2078.546087,781.0173488,26.62440135,28.34861363,1.724212275,V11ACS,0.17395788,0.439867526
50.0197501,41.31786971,3988.167881,1172.015063,26.52222469,28.29701222,1.774787532,V11ACS,0.161109564,0.401617195
50.01145644,41.31785018,3548.306122,1084.45671,25.36079433,26.75201977,1.391225444,V11ACS,0.067351161,0.142794413
50.0087823,41.31764297,3403.612691,1070.394697,25.58856418,26.76049221,1.171928035,V11ACS,0.079914846,0.174898105
49.96239211,41.31766457,945.2990728,570.5566006,25.16501453,25.86801327,0.702998744,V11ACS,0.058142754,0.119951924
49.94562494,41.31750425,54.42724356,401.4364972,26.58977725,30.09953869,3.509761439,V11ACS,0.169493162,0.426514184
49.96275781,41.31749949,962.3154647,586.1388364,26.30087688,28.81109227,2.510215388,V11ACS,0.136437377,0.329778002
50.00882547,41.3174944,3403.778709,1081.342008,26.20978572,27.33513439,1.125348674,V11ACS,0.127416563,0.304087534
50.00169416,41.31737166,3024.055755,1013.486093,26.70512607,28.43664921,1.731523143,V11ACS,0.184829286,0.472646534
49.9540977,41.31732875,500.9217749,505.0170548,26.22786929,28.08407963,1.856210338,V11ACS,0.12915864,0.309023253
49.98166929,41.31743228,1963.610168,794.1791435,26.12205341,28.35107601,2.229022609,V11ACS,0.119292688,0.281238224
49.99185529,41.31725256,2500.889431,916.2704539,23.12529208,26.70857991,3.583287822,V11ACS,0.01256848,0.019511415
49.97493828,41.31726488,1604.483975,733.6577961,26.45743587,29.30719746,2.849761592,V11ACS,0.153458802,0.379105254
49.99733241,41.31703014,2787.998559,990.7700411,25.04294612,26.66813649,1.625190364,V11ACS,0.053050018,0.10759842
49.96670805,41.31691864,1163.347067,669.6072703,25.78129031,27.30437649,1.523086177,V11ACS,0.092359392,0.207638705
50.00378429,41.31692913,3128.512589,1067.144488,26.42924144,29.35337628,2.924134837,V11ACS,0.150243877,0.369706939
49.96437199,41.31684422,1038.47765,649.736672,24.14640834,25.52647579,1.380067454,V11ACS,0.027058174,0.048432099
49.99762893,41.31686025,2801.286125,1005.941731,26.76366832,28.62740696,1.863738643,V11ACS,0.193135949,0.497936033
50.01417097,41.31677948,3676.893292,1189.129367,23.78679683,25.22993458,1.443137752,V11ACS,0.020654691,0.035162436
49.95370387,41.31655631,468.9832044,555.2824432,23.8539355,28.17218388,4.318248378,V11ACS,0.021722739,0.037328462
49.95930686,41.31775312,783.0620663,531.1210813,22.99390247,26.10237873,3.108476268,V11ACS,0.011387615,0.017357338
49.97633914,41.31631011,1665.064292,816.0869122,25.43395068,26.29288472,0.858934031,V11ACS,0.071154686,0.152405018
49.97571027,41.3162758,1631.244064,811.7485595,24.91751888,26.71885861,1.801339732,V11ACS,0.048281423,0.096228956
50.0158546,41.31776586,3780.213822,1137.575567,26.17706897,26.75540913,0.578340159,V11ACS,0.124324294,0.295357312
49.95484416,41.31622178,524.6211013,591.1576906,26.47136142,27.26108731,0.789725886,V11ACS,0.15507198,0.383834959
49.97401364,41.31776116,1562.583111,688.7002071,26.73191097,28.4940337,1.762122737,V11ACS,0.188584555,0.48405381
49.98046478,41.31649738,1886.398013,847.2076446,23.22312381,26.66429509,3.441171275,V11ACS,0.013526596,0.021287187
49.98293866,41.31612309,2012.157504,900.1999572,22.6428931,24.30255116,1.659658061,V11ACS,0.008749,0.012698577
50.01176319,41.31600275,3538.181197,1218.118945,26.13402583,26.76288021,0.628854381,V11ACS,0.120370034,0.284252201
49.9983008,41.31585545,2822.535577,1084.059546,26.30747058,28.23745907,1.92998849,V11ACS,0.137114619,0.331719751
50.00582324,41.31601184,3223.47619,1153.754416,26.28244045,27.29647053,1.014030086,V11ACS,0.134561465,0.324408852
49.96759823,41.31573034,1193.511514,763.0289354,24.87346103,26.21282376,1.339362727,V11ACS,0.046710178,0.092527221
49.96960875,41.31552934,1297.18807,798.8303356,26.39501979,27.66819943,1.273179637,V11ACS,0.146432038,0.358611984
49.94631099,41.31598709,69.03636255,515.8708214,22.40077808,23.7730521,1.372274028,V11ACS,0.007294536,0.010236092
50.02225025,41.31557983,4088.001228,1360.416446,26.11279895,27.25603855,1.143239604,V11ACS,0.118466533,0.278930394
49.99897051,41.31544834,2852.21332,1119.977244,26.40062549,26.78949345,0.388867961,V11ACS,0.147049749,0.360406326
49.96884984,41.31535922,1254.531729,802.674503,25.30635097,26.89836491,1.592013942,V11ACS,0.064653125,0.136037642
49.96648193,41.31555058,1131.775956,763.7091894,26.41868617,27.46713818,1.048452006,V11ACS,0.149057695,0.366248706
49.98055547,41.31527668,1873.740865,934.3198861,25.56286266,27.12429226,1.561429606,V11ACS,0.078387254,0.170941243
50.01282313,41.31520661,3582.993006,1285.670754,22.12055423,25.68881214,3.568257915,V11ACS,0.005910286,0.007975858
49.99679109,41.31525214,2733.895336,1110.427422,26.03153827,27.68292607,1.651387797,V11ACS,0.111453627,0.259462153
49.99874774,41.31524485,2837.498261,1131.945742,26.40035274,27.38428105,0.983928309,V11ACS,0.147019633,0.360318813
49.97558614,41.31513708,1608.369785,890.7666166,22.27348926,26.02981938,3.756330119,V11ACS,0.006629566,0.009139328
49.99767593,41.31518588,2779.847017,1124.601558,26.38048007,28.17514981,1.794669734,V11ACS,0.144841922,0.353999452
50.00281275,41.31504373,3050.080541,1189.767829,26.5857394,29.29800213,2.712262736,V11ACS,0.168980005,0.424983552
49.98685588,41.31499249,2203.601503,1022.061505,25.22003391,26.83455075,1.614516841,V11ACS,0.060595311,0.125974335
50.00462079,41.31496544,3144.79372,1214.694975,25.48421313,26.8515395,1.367326365,V11ACS,0.073891682,0.159380328
49.95602972,41.31494619,569.1767232,693.9207912,26.0399039,27.14403332,1.10412942,V11ACS,0.112155992,0.261401956
49.96115201,41.31488423,839.7589993,753.4019193,26.31948688,27.75466145,1.435174571,V11ACS,0.138357474,0.335287825
49.99571337,41.31488746,2671.561405,1124.591761,25.95619037,28.13641346,2.180223094,V11ACS,0.105322476,0.242626673
49.95789355,41.3148464,666.525611,721.0162359,26.33393123,27.31861294,0.984681712,V11ACS,0.139866384,0.339627709
50.01306774,41.31469183,3588.607369,1324.622465,23.62994983,25.15019787,1.520248042,V11ACS,0.018359732,0.030579436
49.96633354,41.31472082,1112.03125,820.6627753,26.49065616,27.34376324,0.853107081,V11ACS,0.157335204,0.390485941
49.95048599,41.31467219,271.4492931,653.5922876,25.43261363,26.69205654,1.259442912,V11ACS,0.071083279,0.152223694
49.95440678,41.31447651,476.4361184,709.5970979,26.39061,28.89297856,2.502368556,V11ACS,0.145947932,0.357206723
49.96339113,41.31431541,950.2822448,817.6240521,22.33513095,25.69425,3.359119044,V11ACS,0.006943656,0.009654945
49.95674654,41.31426483,597.4055266,749.7111592,26.54257991,28.16321934,1.62063943,V11ACS,0.163591131,0.40896227
49.97810399,41.31420574,1728.489423,983.5462283,24.13183047,27.90596569,3.774135219,V11ACS,0.026763581,0.047807533
49.96273594,41.31432057,915.6320815,810.2121497,26.66935184,28.50419606,1.834844218,V11ACS,0.179930078,0.457829026
49.99284343,41.31420706,2509.721575,1141.790461,26.60420634,29.00950421,2.405297862,V11ACS,0.171339671,0.43202901
49.98265669,41.31414869,1968.970608,1036.493246,24.78940608,26.20331753,1.413911448,V11ACS,0.043852944,0.085855319
49.96049991,41.31414086,794.5518206,798.8401212,26.17603328,28.06543148,1.889398204,V11ACS,0.124227639,0.295085077
49.97040958,41.31413895,1319.728407,905.5502519,26.48309161,27.94268788,1.459596263,V11ACS,0.156443992,0.387864784
49.96236772,41.31410112,892.973819,821.7366498,26.27722957,29.83791149,3.560681926,V11ACS,0.134035947,0.322907221
50.00467099,41.31410044,3135.096512,1276.275166,26.072737,28.05846585,1.985728847,V11ACS,0.114955647,0.269156401
50.00469244,41.31407264,3135.836638,1278.466955,26.12121036,27.45194805,1.330737697,V11ACS,0.11921719,0.281027201
49.9622783,41.31444317,893.1332615,796.6391719,26.06923892,28.64476002,2.575521098,V11ACS,0.114654072,0.268319403
49.9534704,41.31401664,420.2215982,731.9685459,26.00783946,27.33186711,1.324027644,V11ACS,0.1094877,0.254044723
49.97783019,41.31396081,1710.473209,997.8868241,25.81274631,29.05026806,3.237521754,V11ACS,0.094567037,0.21353629
49.96950243,41.31431184,1274.124848,883.5969919,26.09330585,28.59753598,2.504230128,V11ACS,0.116745032,0.27413107
49.95026479,41.31349434,242.8468664,734.3196447,24.99413135,26.38654316,1.392411815,V11ACS,0.051140577,0.10302206
49.99990363,41.31346382,2873.311097,1270.035839,25.09330394,26.74013699,1.646833049,V11ACS,0.055094556,0.112532565
49.97418913,41.31344915,1510.172337,994.856544,25.64564922,27.25071324,1.605064021,V11ACS,0.083415077,0.184017322
50.01560467,41.31428648,3717.288972,1380.435735,26.10436465,27.83358372,1.729219066,V11ACS,0.117718578,0.27684359
50.00771841,41.31312012,3282.619647,1378.153489,23.45624377,24.77519787,1.318954097,V11ACS,0.016114459,0.026197566
49.96694735,41.31314854,1122.051607,938.2073165,26.57089259,29.8544215,3.283528911,V11ACS,0.1671065,0.419402651
50.00382684,41.3131226,3076.38276,1336.220918,24.44001796,25.89780987,1.457791911,V11ACS,0.033732857,0.062902231
49.98883215,41.31308777,2281.109281,1177.696116,25.59512355,27.25530041,1.66017686,V11ACS,0.080309453,0.175922536
49.95852066,41.31307532,674.3915586,852.7318273,26.41581371,27.59410656,1.178292857,V11ACS,0.148736517,0.365313208
49.95414309,41.31301392,441.5058168,809.9602368,26.62157657,28.50221241,1.880635844,V11ACS,0.173589265,0.438762614
50.01689714,41.31297743,3767.10808,1486.675698,26.30974796,31.87503422,5.565286265,V11ACS,0.137349309,0.332393058
50.02157687,41.31295198,4014.802191,1538.648015,26.36252811,28.19827641,1.835748301,V11ACS,0.142902433,0.348386194
49.96469133,41.3128371,998.0233194,935.9203785,23.31709888,24.64479626,1.327697383,V11ACS,0.014515652,0.023144963
49.96397878,41.31276253,959.1900024,933.5184091,26.37013652,28.89822186,2.528085338,V11ACS,0.143721237,0.350754259
50.0132348,41.31273034,3569.45289,1464.836261,24.01074245,25.36823071,1.357488261,V11ACS,0.024437337,0.042921421
49.969545,41.31251043,1250.59307,1011.166557,23.57097842,27.47806919,3.90709077,V11ACS,0.017564429,0.029015259
49.95985576,41.31252167,737.2209835,906.1616719,26.59944179,28.34409893,1.744657145,V11ACS,0.170727731,0.430200146
49.99491417,41.31242495,2594.001578,1289.782292,26.62209346,28.20864285,1.586549388,V11ACS,0.173656657,0.438964588
50.00015794,41.31238312,2871.347161,1349.027765,26.64307239,30.0651492,3.422076808,V11ACS,0.176414093,0.447240994
50.01707873,41.31235037,3767.781047,1532.875367,24.49334361,30.13693226,5.643588649,V11ACS,0.035111078,0.06596081
49.97185356,41.31233167,1370.390638,1048.601804,26.38751056,28.41670597,2.029195415,V11ACS,0.145608634,0.356222325
49.99250059,41.31235564,2465.080946,1268.757096,26.48566081,30.44004429,3.954383479,V11ACS,0.156746113,0.388753047
49.98024515,41.31233959,1815.274441,1138.239631,24.27442577,27.70324696,3.428821193,V11ACS,0.029788504,0.054279392
50.02017434,41.31228377,3930.919972,1570.767977,26.35788181,27.63885678,1.280974971,V11ACS,0.142404702,0.346947936
49.96594545,41.31228115,1056.531506,988.6371725,26.24948146,28.4138049,2.164323436,V11ACS,0.131271915,0.315027262
49.96171821,41.31210594,829.9769736,955.5324974,25.09245517,26.84242047,1.749965297,V11ACS,0.055059451,0.112447555
49.95866291,41.31208559,667.7538244,924.0984746,24.5236037,25.93204487,1.408441173,V11ACS,0.035918059,0.067762111
50.01786393,41.31197618,3804.060358,1567.70199,23.3507426,24.80384816,1.453105556,V11ACS,0.014887053,0.023848761
49.94915746,41.31193545,161.8191096,832.3941083,24.77841212,26.09536923,1.316957103,V11ACS,0.043492393,0.085019016
50.00067465,41.31191652,2892.067823,1387.500717,23.16453578,24.52185047,1.357314692,V11ACS,0.01294438,0.020205216
50.00751295,41.31194813,3254.987892,1458.654607,25.98217799,27.29483212,1.312654124,V11ACS,0.107398047,0.248306118
49.96180101,41.31192106,831.7174056,969.4685941,26.51952388,27.9039935,1.384469615,V11ACS,0.160783142,0.400652589
50.00252558,41.31189966,2989.935954,1408.556446,26.2432883,27.03573216,0.792443858,V11ACS,0.130662827,0.313294933
49.99210665,41.31180885,2436.383395,1303.111293,22.22203471,25.21127117,2.989236461,V11ACS,0.00637829,0.008730072
49.97328608,41.31177295,1438.320085,1103.426985,25.61742427,27.6981963,2.080772029,V11ACS,0.08166568,0.179450513
49.98246941,41.31175121,1924.749043,1203.658582,26.51587321,29.01679791,2.500924693,V11ACS,0.16034297,0.399352416
49.95035533,41.31164628,221.1611828,865.6923497,25.75989749,27.93427647,2.174378978,V11ACS,0.090887518,0.203721165
49.96108346,41.31161539,789.3092611,983.3178469,26.13094928,27.34081066,1.209861384,V11ACS,0.120092263,0.28347463
49.96600558,41.31158531,1049.755578,1038.383506,26.24934795,28.02237118,1.773023234,V11ACS,0.131258754,0.314989815
49.98224851,41.3115403,1910.023633,1216.16772,26.55349185,28.33511341,1.781621562,V11ACS,0.164937139,0.412954939
49.96023607,41.31146692,742.2707591,984.6775858,24.49880435,26.43241871,1.93361436,V11ACS,0.035255354,0.066282294
50.01225107,41.31146209,3499.197923,1543.784643,26.35703876,28.29200161,1.934962855,V11ACS,0.142314577,0.346687608
49.96814198,41.31138703,1160.149227,1075.349886,24.74662235,26.20498265,1.458360301,V11ACS,0.042466428,0.082646339
49.99982261,41.31140525,2839.598769,1414.434184,25.46197726,26.97594059,1.513963328,V11ACS,0.072668097,0.15625595
49.96677894,41.31139069,1087.957879,1060.433717,25.73367336,27.33509053,1.601417171,V11ACS,0.089115201,0.199019586
50.01118908,41.3112817,3440.328936,1545.122976,23.37211063,26.64667691,3.274566279,V11ACS,0.015127859,0.024306834
49.9839919,41.31126965,1998.55811,1253.997768,22.55123355,26.6916026,4.140369044,V11ACS,0.008167057,0.011703404
49.98350007,41.31127503,1972.566197,1248.333804,25.52457263,26.95853985,1.433967219,V11ACS,0.076165441,0.165211737
50.01095712,41.31113008,3425.867892,1553.333947,23.48550441,26.91708935,3.431584941,V11ACS,0.016472461,0.026889047
50.02008486,41.31113637,3909.798775,1650.781632,26.21463992,28.49594105,2.281301127,V11ACS,0.127881871,0.305404644
50.00008634,41.31111729,2849.462942,1437.586052,26.54121425,32.22719944,5.685985194,V11ACS,0.163423449,0.408465301
49.98778333,41.31103492,2196.162243,1311.29145,26.59774234,30.09901799,3.501275645,V11ACS,0.17050999,0.429549693
50.00413748,41.31100193,3062.549705,1489.206914,24.94319751,26.26613606,1.322938548,V11ACS,0.049221474,0.098454409
50.0061691,41.31095829,3169.615858,1514.087422,23.4499686,24.9266795,1.476710902,V11ACS,0.016038702,0.026051603
49.96489492,41.31093411,981.5648325,1072.388207,24.87196758,26.2883395,1.416371928,V11ACS,0.046657822,0.092404267
49.99178642,41.31086068,2405.853758,1366.581507,24.20613506,25.72297085,1.516835795,V11ACS,0.028299392,0.051077352
49.98972377,41.31087373,2296.709862,1343.50859,25.75386836,27.90898693,2.155118571,V11ACS,0.090476953,0.202630498
49.99429072,41.31083849,2538.277646,1395.0395,25.19593456,26.65890873,1.462974177,V11ACS,0.059508571,0.123300079
50.01474412,41.31086287,3622.791852,1612.811114,26.54334285,27.42297161,0.879628764,V11ACS,0.163684883,0.409240169
49.94751572,41.31081509,58.75065621,893.7714674,25.84954097,27.1287154,1.279174434,V11ACS,0.097216412,0.220647712
49.97127958,41.31081517,1318.262236,1149.439032,25.83788707,27.55356396,1.71567689,V11ACS,0.096369346,0.218370066
49.97014134,41.31068685,1256.096116,1146.255117,23.36629894,24.85606182,1.489762889,V11ACS,0.015061981,0.024181383
49.99797903,41.31072155,2732.107212,1442.89099,26.69096591,29.79057301,3.099607097,V11ACS,0.18287433,0.466724972
49.97569658,41.310629,1549.711742,1210.059931,26.09842326,27.72323216,1.624808894,V11ACS,0.117194532,0.275382958
49.97031016,41.31059838,1263.777402,1154.313532,26.55172755,27.85192097,1.300193416,V11ACS,0.164718761,0.412306752
49.99569362,41.31050034,2607.805525,1433.964981,26.80937412,32.00929249,5.199918376,V11ACS,0.199879893,0.518617348
49.96638619,41.31046674,1053.912694,1121.405849,25.61351421,27.72885502,2.115340816,V11ACS,0.081426242,0.178826865
50.00782388,41.31048032,3250.503085,1565.572619,26.41823795,31.08349217,4.665254222,V11ACS,0.149007532,0.366102571
49.97319584,41.31041987,1414.171542,1197.934509,22.85168102,27.06575955,4.214078532,V11ACS,0.010234113,0.015292871
49.9799787,41.31045555,1774.197388,1268.321829,26.42000797,28.03347767,1.613469707,V11ACS,0.149205721,0.366679988
49.99442833,41.31039655,2539.253923,1427.703248,25.86195972,27.32227696,1.460317241,V11ACS,0.098127267,0.223100992
50.00209847,41.31039544,2945.803484,1510.1225,25.75101115,27.16430653,1.413295375,V11ACS,0.090283035,0.202115671
50.01956124,41.31039225,3871.420728,1697.680373,26.01335551,26.59724797,0.583892451,V11ACS,0.109942164,0.255295478
50.01375296,41.31035946,3563.063994,1637.70599,25.73806216,27.55612553,1.818063365,V11ACS,0.089409385,0.199798803
49.99693323,41.31033463,2671.14335,1458.967305,24.93504359,26.33355511,1.398511516,V11ACS,0.048921007,0.097742225
49.99192833,41.31032217,2405.676753,1406.105751,25.5144675,27.24570072,1.731233226,V11ACS,0.075589658,0.163731957
50.01930256,41.31030822,3856.509008,1700.8368,26.42108752,30.45989025,4.03880273,V11ACS,0.149326729,0.36703261
49.96731935,41.30969502,1092.323986,1185.895935,25.82828166,27.16223324,1.333951579,V11ACS,0.095676727,0.216510465
49.99923165,41.3096466,2783.141636,1532.194462,24.59250285,26.12690724,1.534404384,V11ACS,0.037825344,0.072049141
49.99870416,41.30997765,2759.912148,1503.170112,26.51132419,27.92716969,1.4158455,V11ACS,0.159796166,0.397738198
49.9626176,41.30957431,841.389793,1143.842773,25.04716327,26.89686192,1.849698649,V11ACS,0.053218285,0.108003189
49.97265111,41.309575,1373.206713,1251.695213,26.64160945,28.73487652,2.09326707,V11ACS,0.176220395,0.446658823
49.95502027,41.30948642,437.456434,1068.301091,26.15345599,27.3428954,1.189439403,V11ACS,0.122139214,0.289212512
49.96307411,41.31012412,873.459548,1109.957698,26.82581165,29.193447,2.367635356,V11ACS,0.20236242,0.52626331
50.01394415,41.30949627,3560.873103,1700.672028,26.63362338,28.44639958,1.812776195,V11ACS,0.175166753,0.443494123
50.00297846,41.30941849,2978.490131,1588.508171,26.24587466,28.6252097,2.379335032,V11ACS,0.130916848,0.31401722
49.95136362,41.30934968,241.6898267,1038.592611,25.2631972,27.09829892,1.83510171,V11ACS,0.062591567,0.130909881
50.00061862,41.30935254,2852.458883,1567.833375,26.61068179,28.2201556,1.609473811,V11ACS,0.172174869,0.434527064
49.96225178,41.30934151,818.6665847,1156.333963,25.73099162,27.0901202,1.359128581,V11ACS,0.088935919,0.198544952
49.96258313,41.30933741,836.1701548,1160.18781,25.531832,26.89977444,1.367942439,V11ACS,0.076581779,0.166283036
49.96448227,41.3093238,936.6350746,1181.576187,25.22711017,26.49948681,1.272376643,V11ACS,0.060918162,0.126770534
49.96054107,41.30863451,717.868326,1187.816857,25.91986682,26.50637234,0.586505519,V11ACS,0.102488443,0.234905389
49.97658673,41.30889729,1572.112501,1341.823428,25.99516704,27.77734936,1.782182322,V11ACS,0.108450732,0.251194435
49.96271891,41.30986215,850.8815846,1124.621577,25.72313335,27.40693081,1.683797465,V11ACS,0.088412645,0.197160639
49.9604806,41.30881068,717.1867342,1174.735367,26.13439777,27.06030644,0.925908671,V11ACS,0.120403658,0.284346349
50.0237499,41.3088088,4070.860307,1854.333464,26.72620609,27.98972691,1.263520823,V11ACS,0.187778382,0.481601337
49.96351961,41.30928361,885.0358075,1174.057459,25.79593303,27.52413739,1.728204356,V11ACS,0.093380561,0.21036348
49.95195734,41.30867067,263.4279733,1092.894403,25.14664676,26.73523701,1.588590251,V11ACS,0.057346291,0.118006189
49.95131482,41.30862094,228.6602229,1089.487122,24.51483562,26.01358021,1.498744594,V11ACS,0.035682341,0.067235168
49.96114365,41.30865353,750.079266,1192.957692,26.34624889,28.49341,2.147161113,V11ACS,0.141166125,0.343372965
49.96523264,41.30922565,975.0016326,1196.572597,25.33012416,27.01188267,1.68175851,V11ACS,0.065817693,0.138947807
49.95145522,41.30861927,236.0776227,1091.116622,26.42642238,28.25779713,1.831374751,V11ACS,0.149926155,0.368780144
50.00504096,41.308463,3074.168226,1678.070248,25.43339565,28.87163151,3.438235866,V11ACS,0.071125035,0.15232972
49.99875307,41.30986195,2760.850908,1511.860227,26.59726741,29.6040057,3.006738292,V11ACS,0.170449189,0.429368092
49.94852069,41.31010184,101.7914633,954.9176524,26.50480678,27.51095188,1.006145106,V11ACS,0.159016004,0.395436865
49.95473871,41.30852605,408.7742846,1133.034307,26.1799567,27.39642704,1.216470347,V11ACS,0.124594185,0.296117689
49.98559562,41.30853262,2044.416449,1464.366014,26.21144321,27.39136494,1.179921733,V11ACS,0.127575254,0.304536627
49.96945312,41.30929179,1199.648083,1237.294306,24.11882426,25.81506146,1.696237193,V11ACS,0.026503456,0.047257103
50.01462784,41.30852935,3583.308727,1776.240837,26.18403651,27.32289875,1.138862239,V11ACS,0.124976489,0.297195297
49.99729412,41.30850672,2664.147247,1591.832497,24.5730746,26.19322384,1.620149241,V11ACS,0.037277499,0.070813539
49.98588131,41.30851517,2059.30995,1468.666396,26.49030139,28.02207554,1.53177415,V11ACS,0.157293294,0.390362618
49.97797403,41.3085184,1640.225081,1383.470828,26.692467,29.58657444,2.894107448,V11ACS,0.183080586,0.467349171
49.96183208,41.30929866,795.8074222,1154.842481,26.76952769,28.33769787,1.568170176,V11ACS,0.193987627,0.500540536
49.96253876,41.30845166,821.1337785,1222.210389,25.88283183,27.3317355,1.448903666,V11ACS,0.099677402,0.227285806
49.99609994,41.30916097,2610.198009,1532.842813,24.12826564,25.68390263,1.555636989,V11ACS,0.026692031,0.047656032
49.95760722,41.30840858,559.1299889,1172.191959,25.50403239,26.66142834,1.157395946,V11ACS,0.074999642,0.162217765
49.97678272,41.3091744,1586.466191,1324.376248,26.71417072,30.38841427,3.674243556,V11ACS,0.186088917,0.476468129
49.95519548,41.31005738,454.9234901,1029.899224,25.89009692,27.3623103,1.472213374,V11ACS,0.100222693,0.228760784
50.00527567,41.30838962,3085.561175,1685.767611,25.96260097,27.78142155,1.818820582,V11ACS,0.105830719,0.244015486
49.99773462,41.30984379,2706.60681,1502.207855,26.25018718,26.55078495,0.300597774,V11ACS,0.131341502,0.31522527
49.96569932,41.30920184,999.3960255,1203.272188,25.53101566,26.68272961,1.151713954,V11ACS,0.076534847,0.166162218
50.0150616,41.30832202,3603.341771,1795.52459,25.46303966,27.06343449,1.600394832,V11ACS,0.072726094,0.156403825
49.96465167,41.31026813,959.1355749,1116.765138,26.1691592,27.63397778,1.464818583,V11ACS,0.123588025,0.293284547
49.96384621,41.30830874,888.386278,1246.359071,25.17566707,26.98268307,1.807016002,V11ACS,0.058609727,0.121095035
50.0155984,41.30911484,3643.117139,1745.332035,26.31148174,26.68751324,0.376031505,V11ACS,0.137528249,0.332906566
49.95893315,41.30829672,627.8053215,1194.352211,26.50480869,28.59536541,2.090556727,V11ACS,0.159016232,0.395437536
49.96224103,41.30826556,802.6876128,1232.138768,24.59275844,29.66258801,5.06982957,V11ACS,0.037832604,0.072065538
50.02152524,41.30856747,3949.485339,1847.514385,26.21940448,27.78801144,1.568606959,V11ACS,0.128340239,0.306702978
49.98126667,41.30912199,1823.387551,1376.264312,26.38745906,29.64486492,3.257405864,V11ACS,0.145603003,0.356205992
49.96375814,41.30909656,895.0001356,1189.821973,25.45773151,27.52094258,2.06321107,V11ACS,0.072436778,0.155666377
49.97599395,41.30818493,1530.498532,1385.71843,23.52442004,25.14345539,1.61903535,V11ACS,0.016960943,0.027837055
49.97567107,41.30818658,1513.407914,1382.131292,25.65915706,27.31057347,1.651416408,V11ACS,0.084265511,0.186243837
50.01705505,41.3102036,3735.877187,1684.11982,25.59037807,26.98109425,1.390716182,V11ACS,0.080023773,0.175180797
49.97394758,41.30818445,1422.023698,1363.754515,25.52339198,27.44002331,1.916631328,V11ACS,0.076097943,0.165038157
49.98834358,41.30816283,2184.787698,1519.980126,26.55536868,28.31509007,1.759721385,V11ACS,0.165169763,0.413645588
50.01503151,41.30814247,3599.183031,1807.872323,25.82628848,29.51933468,3.693046199,V11ACS,0.095533629,0.216126576
49.94782602,41.30983049,61.08469001,966.5847794,26.28871753,28.02253331,1.733815776,V11ACS,0.135197246,0.326227009
49.98751057,41.30808638,2139.539299,1516.426697,24.72351291,26.01875485,1.295241939,V11ACS,0.041735832,0.080963203
50.00586879,41.30805519,3112.224305,1715.73263,25.88446262,27.68484486,1.800382243,V11ACS,0.099799544,0.227616062
49.96337396,41.30809759,860.331784,1256.178227,26.48186519,27.3973502,0.915485011,V11ACS,0.156299978,0.387441481
49.97713768,41.30805831,1589.310569,1406.94755,24.47003772,26.33836544,1.868327723,V11ACS,0.034501934,0.064606181
49.95199635,41.30804728,256.5627541,1137.300334,26.45481517,27.200117,0.745301829,V11ACS,0.153157095,0.378221693
49.9645371,41.30806681,921.5419707,1270.861452,26.48625972,31.67259968,5.186339961,V11ACS,0.156816625,0.388960402
49.96534522,41.30801225,963.5942938,1283.403219,26.24726894,28.29499615,2.047727214,V11ACS,0.131053992,0.314407285
49.9793825,41.30798126,1707.196684,1436.511013,23.22457912,26.13647831,2.911899196,V11ACS,0.013541387,0.021314787
49.96473693,41.30790939,929.8797164,1284.1185,25.46205737,26.78174008,1.319682704,V11ACS,0.072672469,0.156267096
