x,y,RA,DEC,F814W,F475W
199.241,1801.186,50.0589811,41.7626502,25.079,26.824
2669.231,2488.414,50.0882767,41.7345387,25.258,26.527
3326.392,4091.86,50.0803075,41.7112174,25.306,27.112
3310.324,4134.487,50.0795947,41.7108751,25.187,27.176
3300.077,3981.429,50.0811392,41.7126667,25.257,26.818
4131.22,2514.22,50.1098138,41.7221627,21.072,24.133
3093.57,2817.75,50.0909444,41.7273721,21.092,23.484
1499.03,2759.37,50.0677637,41.7412244,21.089,24.48
1648.31,75.91,50.0997784,41.7699122,21.053,23.792
4034.01,3510.36,50.097309,41.7118616,21.175,24.54
593.01,415.36,50.0802315,41.7748655,21.506,26.311
2391.31,3905.45,50.0683862,41.7210566,21.374,25.912
1017.03,3306.39,50.0544914,41.7391127,21.231,24.44
2082.55,2594.33,50.0783159,41.7382344,21.254,24.466
2664.43,1903.16,50.0946812,41.7411237,21.337,25.168
3529.89,3572.24,50.0890925,41.7153461,21.325,24.711
3573.41,3679.48,50.088553,41.71379,21.282,24.017
2301.23,1529.94,50.0933957,41.7482928,21.286,24.331
2013.69,3695.53,50.0650716,41.7265235,21.293,24.265
782.96,4031.14,50.0429555,41.7329653,21.375,25.262
1713.33,3503.43,50.0627134,41.7311521,21.312,24.305
972.15,1124.53,50.0780284,41.7638181,21.332,24.706
2907.9,1360.84,50.1043388,41.745154,21.323,24.292
3440.94,2357.86,50.1012373,41.7296232,21.397,25.087
2389.23,636.2,50.1046323,41.7575289,21.363,24.484
3265.62,3292.34,50.0882496,41.7206555,21.389,24.745
2734.09,4038.97,50.072027,41.71673,21.382,24.633
3652.65,2546.89,50.1023024,41.7257622,21.381,23.867
1706.48,561.15,50.0952603,41.7640201,21.386,23.945
2237.29,201.08,50.1071927,41.7636386,21.412,24.67
1570.1,4022,50.0548219,41.7265536,21.493,25.131
2930.09,1981.38,50.0977828,41.7380515,21.437,24.796
79.36,578.32,50.0707414,41.7773004,21.431,24.99
2523.75,3442.37,50.0755012,41.7251246,21.467,24.774
1570.03,1627.21,50.0813872,41.7532626,21.456,24.798
3082.78,3095.67,50.0876998,41.7243624,21.557,24.484
